gvkey,cik,datadate,fyear,Company name,Net profit margin,Gross profit margin,Operating profit margin,2020 ROA(return on assets),2020 Total assets turnover,working capital,Current ratio,Quick ratio,Cash ratio,Financial leverage,Debt to total assets ratio
18982,1586105,12/31/2019,2019,ZYLA LIFE SCIENCES,0.745369118,0.504058941,-0.273917001,null,null,-24.143,0.681368861,0.561943224,0.212046825,5.434809276,0.816000903
18983,1586049,12/31/2019,2019,OXFORD IMMUNOTEC GLOBAL PLC,-0.024542125,0.762108262,-0.044227378,null,null,202.062,15.62204212,14.81908966,13.4927274,1.100898026,0.091650655
19025,1588972,12/31/2019,2019,RECRO PHARMA INC,-0.187766456,0.344147794,0.344147794,null,null,53.675,9.276792598,6.952659985,3.369005397,-16.45694279,1.060764628
19025,1588972,12/31/2020,2020,RECRO PHARMA INC,-0.413555091,0.275628205,0.003082753,-0.26592854,1.229891435,46.266,6.929257978,5.441112393,3.344098424,-7.334397163,1.136343857
19033,1516805,09/30/2019,2019,MOXIAN (BVI) INC,0.810810811,1,-1.432432432,null,null,0.149,1.062684056,1.062684056,0.179217501,16.95302013,0.94101346
19033,1516805,09/30/2020,2020,MOXIAN (BVI) INC,0.077167019,1,0.077167019,0.031794425,0.412020906,0.401,1.211609499,1.211609499,0.002638522,5.725685786,0.825348432
19044,1361113,12/31/2019,2019,VARONIS SYSTEMS INC,-0.309862701,0.886608443,-0.274070577,null,null,48.978,1.306920083,1.306920083,0.828116481,3.403241671,0.706162507
19044,1361113,12/31/2020,2020,VARONIS SYSTEMS INC,-0.321194169,0.883514584,-0.232065435,-0.169240407,0.697130866,237.212,2.29882389,2.29882389,1.774201143,5.904922877,0.830649778
19117,1044378,12/31/2019,2019,BIOCEPT INC,-4.546572617,-0.816965093,-4.001627781,null,null,8.334,2.499190502,2.361036158,1.726569527,1.583162218,0.368352789
19117,1044378,12/31/2020,2020,BIOCEPT INC,-0.648446888,0.262517752,-0.52376097,-0.375263424,0.842517028,20.099,2.608563425,2.454101641,1.32204882,2.002870167,0.500716514
19135,1557376,10/31/2019,2019,ORGANICELL REGN MEDICINE INC,-1.020564042,0.831962397,-1.0346651,null,null,-1.678,0.175834971,0.137524558,0.12475442,-0.400511836,3.496805112
19135,1557376,10/31/2020,2020,ORGANICELL REGN MEDICINE INC,-4.117473822,0.881544503,-4.057918848,-9.432533733,3.612293144,-1.694,0.333070866,0.27519685,0.263779528,-0.958333333,2.043478261
19138,1562733,12/31/2019,2019,SYNERGY CHC CORP,-0.313611281,0.688739015,0.126779753,null,null,-5.1,0.497388391,0.31408298,0.149009559,-0.997693638,2.002311693
19143,1561743,12/31/2019,2019,KINDRED BIOSCIENCES INC,-14.42410714,-14.25916353,-14.25916353,null,null,69.121,7.760661189,7.348102504,7.257824726,1.391877541,0.28154599
19143,1561743,12/31/2020,2020,KINDRED BIOSCIENCES INC,-6.292147806,-13.48903002,-13.48903002,-0.227482414,0.055314257,55.728,9.081206497,9.051189095,8.960701856,1.419845292,0.295697915
19149,1515673,12/31/2019,2019,ULTRAGENYX PHARMACEUTICAL,-3.883053397,-4.007501398,-4.007501398,null,null,747.717,8.238305905,8.126534366,7.636272991,1.736859172,0.424248082
19149,1515673,12/31/2020,2020,ULTRAGENYX PHARMACEUTICAL,-0.688359222,-1.172766852,-1.172766852,-0.106030218,0.209240456,1105.695,6.831447874,6.762632575,6.590209326,1.524249053,0.343939235
19154,1346830,12/31/2019,2019,CARA THERAPEUTICS INC,-5.349140099,-5.606004224,-5.606004224,null,null,122.762,3.861985359,3.861985359,3.820324521,1.24768495,0.198515619
19154,1346830,12/31/2020,2020,CARA THERAPEUTICS INC,0.06225848,0.041411883,0.041411883,0.031015242,0.692497373,176.582,10.5537521,10.5537521,10.44208191,1.088979562,0.081709121
19163,1581164,12/31/2019,2019,EXTENDED STAY AMERICA INC,0.135556907,0.506500063,0.436680925,null,null,0,null,null,null,3.426590834,0.708164748
19163,1581164,12/31/2020,2020,EXTENDED STAY AMERICA INC,0.092348194,0.4303455,0.341914544,0.023539372,null,0,null,null,null,3.595036411,0.7218387
19184,1587246,12/31/2019,2019,CYPRESS ENERGY PARTNERS LP,0.039870733,0.136470243,0.072668107,null,null,47.932,3.252443609,3.252443609,0.784210526,17.71669857,0.630162322
19184,1587246,12/31/2020,2020,CYPRESS ENERGY PARTNERS LP,-0.006869065,0.142934814,0.045360104,-0.011793043,5.372033589,30.325,4.780700661,4.780700661,2.484228899,-117.1738281,0.600745087
19189,1554859,12/31/2019,2019,SEMLER SCIENTIFIC INC,0.460341197,0.907559435,0.346079897,null,null,6.236,2.19761859,2.19761859,1.528135203,1.398837298,0.285120577
19189,1554859,12/31/2020,2020,SEMLER SCIENTIFIC INC,0.362847447,0.927984872,0.428386395,0.404370796,1.469862544,21.749,5.8181214,5.8181214,5.196056712,1.162655657,0.139900113
19205,1133869,12/31/2019,2019,CAPRICOR THERAPEUTICS INC,-7.6039801,-7.524378109,-7.524378109,null,null,9.647,11.74276169,11.74276169,11.64476615,1.625091388,0.384649991
19205,1133869,12/31/2020,2020,CAPRICOR THERAPEUTICS INC,-44.05483871,-43.69677419,-43.69677419,-0.394494353,0.009205095,30.706,11.33524066,11.33524066,11.33524066,1.227624113,0.185418412
19209,875582,08/31/2019,2019,NORTHERN TECH INTL,0.093452915,0.33870852,-0.094313901,null,null,25.46,4.24662076,2.909079317,1.33703137,1.19287923,0.116158848
19209,875582,08/31/2020,2020,NORTHERN TECH INTL,-0.028086232,0.358928609,-0.13069124,-0.020250023,1.434823203,27.104,5.444735979,3.647097409,2.090029518,1.166169541,0.096407059
19267,1340476,12/31/2019,2019,DIRTT ENVIRONMENTL SOLUTIONS,-0.017745439,0.395304399,0.077968518,null,null,76.001,2.702111935,2.191843408,1.467357954,1.404649843,0.288078801
19272,897078,12/31/2019,2019,RESONATE BLENDS INC,-3.495238095,0.625714286,-3.164761905,null,null,-0.612,0.147632312,0.147632312,0.073816156,-0.222789116,5.480916031
19272,897078,12/31/2020,2020,RESONATE BLENDS INC,null,null,null,-11.4852071,0,-0.996,0.145064378,0.097854077,0.097854077,-0.169678715,6.893491124
19274,1294133,12/31/2019,2019,INOGEN INC,0.057882042,0.50393294,0.097299851,null,null,242.038,5.823299655,5.112592415,4.369263267,1.298060768,0.229620042
19274,1294133,12/31/2020,2020,INOGEN INC,-0.018895448,0.492276822,0.02174808,-0.012620926,1.009126684,248.987,5.390530771,4.952953624,4.392823135,1.321000049,0.242997757
19391,1590976,06/30/2019,2019,MALIBU BOATS INC,0.09658546,0.259020257,0.172962328,null,null,52.319,1.694512292,0.794921149,0.422980938,2.209777952,0.533909872
19391,1590976,06/30/2020,2020,MALIBU BOATS INC,0.094252124,0.251212944,0.162676085,0.128967248,5.248228261,54.291,1.773783903,0.734119123,0.537904594,1.875033388,0.452122779
19394,1568385,12/31/2019,2019,BRIGHT MOUNTAIN MEDIA INC,-0.486069438,0.15245035,-0.419917131,null,null,-6.385,0.474831387,0.474831387,0.140812634,1.193476133,0.161117118
19402,821002,01/31/2020,2019,G-III APPAREL GROUP LTD,0.045511355,0.353588903,0.090279465,null,null,754.728,2.22927878,1.330330966,0.466859405,1.987442975,0.496840909
19402,821002,01/31/2021,2020,G-III APPAREL GROUP LTD,0.011456607,0.362075006,0.068721638,0.009663904,1.52908098,942.038,3.343366451,2.307294491,1.081683673,1.82331331,0.451152239
19412,1567514,12/31/2019,2019,INTRA-CELLULAR THERAPIES INC,-2421.672131,-2516.967213,-2516.967213,null,null,194.1,6.358325972,6.358325972,6.358325972,1.288087094,0.223654981
19412,1567514,12/31/2020,2020,INTRA-CELLULAR THERAPIES INC,-9.950729847,0.940078026,-10.11261123,-0.316466708,0.033019059,654.051,18.74756465,18.55610127,18.26399479,1.092034832,0.084278294
19425,1457612,12/31/2019,2019,GENOCEA BIOSCIENCES INC,null,null,null,null,null,35.303,6.620601815,6.620601815,6.620601815,2.161414897,0.52401589
19425,1457612,12/31/2020,2020,GENOCEA BIOSCIENCES INC,-32.16629875,-33.73877851,-33.73877851,-0.443828495,0.016527418,57.232,3.289737948,3.289737948,3.289737948,10.96559786,0.908805702
19431,914122,01/31/2020,2019,PERMA-PIPE INTERNATIONAL HOL,0.028011248,0.262276462,0.081284319,null,null,31.416,1.956667377,1.449221962,0.553884101,2.01738302,0.504308309
19431,914122,01/31/2021,2020,PERMA-PIPE INTERNATIONAL HOL,-0.090230713,0.187947198,-0.078376272,-0.074417427,1.572046404,25.623,1.906944641,1.334808155,0.434836472,2.082432624,0.519792387
19458,1485003,12/31/2019,2019,SESEN BIO INC,null,null,null,null,null,45.93,6.392743924,6.392743924,6.392743924,-4.283333333,1.233463035
19458,1485003,12/31/2020,2020,SESEN BIO INC,-1.993325027,-2.86000356,-2.86000356,-0.18235184,0.178726518,44.818,3.483129259,3.483129259,3.483129259,-13.31126043,0
19467,1412486,12/31/2019,2019,COCRYSTAL PHARMA INC,-7.338360756,-0.335923218,-0.335923218,null,null,5.995,3.622484689,3.622484689,3.340769904,1.109810176,0.098945007
19467,1412486,12/31/2020,2020,COCRYSTAL PHARMA INC,-4.790466733,-4.681727905,-4.681727905,-0.177869548,0.059209172,32.657,25.04786451,25.04786451,24.63843888,1.033082564,0.032023155
19470,1399529,12/31/2019,2019,DICERNA PHARMACEUTICALS INC,-5.039282129,-1.433860442,-5.310073628,null,null,314.434,2.300738412,2.300738412,1.471921732,3.925286639,0.745241535
19470,1399529,12/31/2020,2020,DICERNA PHARMACEUTICALS INC,-0.68619718,0.318556118,-0.675509869,-0.159281821,0.265566839,440.765,3.477070665,3.477070665,3.274427048,5.138478737,0.805389873
19471,1479290,12/31/2019,2019,REVANCE THERAPEUTICS INC,-386.0266344,-391.1622276,-391.1622276,null,null,255.623,7.23790234,7.23790234,7.23790234,1.509100182,0.337353469
19471,1479290,12/31/2020,2020,REVANCE THERAPEUTICS INC,-18.40711256,-16.1714845,-16.1714845,-0.391670601,0.034055329,389.039,7.381454629,7.285069877,7.255068565,1.924229875,0.480311571
19484,1590364,12/31/2019,2019,FORTRESS TRANS INFRASTR INVS,0.388939379,0.502334244,0.404714103,null,null,0,null,null,null,2.486504798,0.586379591
19484,1590364,12/31/2020,2020,FORTRESS TRANS INFRASTR INVS,-0.237847071,0.701191827,0.601114337,-0.025729218,null,0,null,null,null,3.147019182,0.675522886
19511,1419600,12/31/2019,2019,FLEXION THERAPEUTICS INC,-2.052894171,0.877996628,-1.853310854,null,null,159.456,5.402551147,4.946188465,3.914878931,-10.8195743,1.092425078
19511,1419600,12/31/2020,2020,FLEXION THERAPEUTICS INC,-1.329086404,0.794826538,-1.06745605,-0.451346824,0.378865511,170.543,4.08574582,3.80721213,3.259499168,-15.12160864,1.06613053
19518,1587523,12/31/2019,2019,KNOWLES CORP,0.057440337,0.441155826,0.172204024,null,null,236.9,2.56369637,1.627722772,0.574257426,1.284128832,0.221261936
19518,1587523,12/31/2020,2020,KNOWLES CORP,0.008635353,0.420122988,0.144053382,0.003988156,1.821496663,122.3,1.411368988,0.973763875,0.531786075,1.269581895,0.212339114
19525,1592016,12/31/2019,2019,AGROFRESH SOLUTIONS INC,-0.357698527,0.74884897,0.367741746,null,null,82.567,2.658704649,2.204266945,0.726525774,2.468078849,0.585412292
19525,1592016,12/31/2020,2020,AGROFRESH SOLUTIONS INC,-0.340712877,0.752745127,0.353253871,-0.068353477,1.016841684,102.573,2.955298424,2.48676109,1.103738157,2.884740063,0.459689253
19534,1367920,12/31/2019,2019,CONCERT PHARMACEUTICLS INC,-72.57753018,-71.82079851,-71.82079851,null,null,99.587,6.767141533,6.767141533,6.747915219,1.354968115,0.261975253
19534,1367920,12/31/2020,2020,CONCERT PHARMACEUTICLS INC,-9.461655277,-8.990382182,-8.990382182,-0.469449904,0.055365601,132.546,14.02279426,14.02279426,13.71065042,1.214246504,0.176443995
19574,1579684,12/31/2019,2019,GANNETT CO INC,-0.064158372,0.422031266,0.097113403,null,null,60.662,1.084434194,1.007755553,0.39738438,4.096476712,0.755427599
19574,1579684,12/31/2020,2020,GANNETT CO INC,-0.196871394,0.402680823,0.1091148,-0.215663412,5.349057463,-104.614,0.858877647,0.811562121,0.387570484,8.538415694,0.883252158
19578,1593195,12/31/2019,2019,TRIBUNE PUBLISHING CO,-0.005155882,0.106712207,0.106712207,null,null,18.289,1.104292834,1.076806834,0.433828309,2.395420362,0.489464705
19578,1593195,12/31/2020,2020,TRIBUNE PUBLISHING CO,-0.052708878,0.09281072,0.09281072,-0.071757207,2.435812068,158.227,2.068098205,2.040725265,1.542098975,2.285279514,0.45015087
19600,1042074,12/31/2019,2019,CYMABAY THERAPEUTICS INC,null,null,null,null,null,185.287,11.50618054,11.50618054,11.46722613,1.103993603,0.09419765
19600,1042074,12/31/2020,2020,CYMABAY THERAPEUTICS INC,null,null,null,-0.331454575,0,141.728,15.37841128,15.37841128,15.35030942,1.077915435,0.072283439
19602,1493761,12/31/2019,2019,TURTLE BEACH CORP,0.076467104,0.343739746,0.081563774,null,null,37.959,1.587709791,0.879977705,0.190530749,2.072207235,0.517422783
19602,1493761,12/31/2020,2020,TURTLE BEACH CORP,0.107599981,0.378105101,0.152641123,0.190442019,2.118493199,91.325,2.161142261,1.254593076,0.696850644,1.747893023,0.427882607
19647,1409970,12/31/2019,2019,LENDINGCLUB CORP,-0.026730506,0.373073352,0.373073352,null,null,0,null,null,null,3.313023849,0.698160941
19647,1409970,12/31/2020,2020,LENDINGCLUB CORP,-0.327033474,0.267938729,0.267938729,-0.10064869,null,0,null,null,null,2.573001404,0.611348832
19649,1597033,12/31/2019,2019,SABRE CORP,0.039897479,0.312310377,0.188083838,null,null,96.377,1.093976557,1.093976557,0.522617774,6.059069452,0.833448829
19649,1597033,12/31/2020,2020,SABRE CORP,-0.954009445,0.825079829,-0.412354396,-0.209411355,0.706581467,1266.162,3.035816787,3.035816787,2.57196399,17.09285065,0.940334224
19717,1404644,12/31/2019,2019,NEOLEUKIN THERAPEUTICS INC,null,null,null,null,null,138.853,30.27535315,30.27535315,30.27535315,1.037660477,0.036293641
19717,1404644,12/31/2020,2020,NEOLEUKIN THERAPEUTICS INC,null,null,null,-0.158071243,0,186.633,24.65737102,24.65737102,24.54328812,1.100948665,0.091692436
19719,1579910,12/31/2019,2019,RESONANT INC,-40.71836735,-39.69251701,-39.69251701,null,null,4.809,1.759475679,1.759475679,1.747157296,1.860086101,0.462390478
19719,1579910,12/31/2020,2020,RESONANT INC,-8.991772152,-8.692088608,-8.692088608,-0.868133211,0.123019426,19.836,4.390189711,4.390189711,4.354640232,1.306430368,0.234555454
19730,1591698,06/30/2019,2019,PAYLOCITY HOLDING CORP,0.120207168,0.72855956,0.159306938,null,null,140.141,1.096247514,1.096247514,1.093254481,5.857635957,0.829282665
19730,1591698,06/30/2020,2020,PAYLOCITY HOLDING CORP,0.118003632,0.731569427,0.169626445,0.032460436,0.328419377,254.214,1.180429259,1.180429259,1.176935143,5.0537225,0.802126057
19747,1115128,12/31/2019,2019,QUOTIENT TECHNOLOGY INC,-0.084961941,0.467697634,0.029718452,null,null,249.811,3.042892307,3.042892307,2.01818732,2.075358843,0.518155618
19747,1115128,12/31/2020,2020,QUOTIENT TECHNOLOGY INC,-0.146631321,0.478240003,0.039619904,-0.111421083,1.176644289,257.45,3.118964921,3.118964921,1.986032692,2.375397221,0.579017778
19753,1595974,12/31/2019,2019,MAGNITE INC,-0.162888233,0.827087089,0.042093419,null,null,45.551,1.170284749,1.170284749,0.356932175,3.529874214,0.716703786
19753,1595974,12/31/2020,2020,MAGNITE INC,-0.241088671,0.806576786,0.056698612,-0.056905512,0.365077561,84.873,1.162530305,1.162530305,0.259298197,2.46050318,0.593579066
19761,1583771,12/31/2019,2019,HEPION PHARMACEUTICALS INC,null,null,null,null,null,13.137,11.4928115,11.4928115,11.4928115,1.412191582,0.207850046
19761,1583771,12/31/2020,2020,HEPION PHARMACEUTICALS INC,null,null,null,-0.418419159,0,37.974,9.147178717,9.147178717,9.147178717,1.253478664,0.167026416
19762,1528760,11/30/2019,2019,EXEO ENTERTAINMENT INC,-9.920863309,-0.503597122,-9.705035971,null,null,-1.481,0.226227795,0.077324974,0.077324974,-0.177357375,3.22
19762,1528760,11/30/2020,2020,EXEO ENTERTAINMENT INC,-66.12,-8.56,-61.64,-3.299401198,0.105042017,-2.175,0.098632408,0.076253626,0.075839204,-0.122974963,5
19769,1544238,12/31/2019,2019,CARDAX INC,-7.163150492,0.514767932,-5.679324895,null,null,-6.547,0.195007992,0.05016599,0.024837083,-0.280455619,4.565626548
19769,1544238,12/31/2020,2020,CARDAX INC,-9.380333952,0.636363636,-5.617810761,-3.548070175,0.480392157,-9.43,0.106330553,0.012035633,0.012035633,-0.139733281,8.156491228
19773,1433714,12/31/2019,2019,CASTLIGHT HEALTH INC,-0.279133056,0.617460295,-0.247146007,null,null,40.563,1.738758264,1.738758264,1.738758264,1.404398579,0.28795143
19773,1433714,12/31/2020,2020,CASTLIGHT HEALTH INC,-0.423852661,0.678983566,-0.026814987,-0.372860115,1.73042627,50.469,2.470841955,2.470841955,2.470841955,1.346398527,0.257277857
19784,827871,12/31/2019,2019,EAGLE PHARMACEUTICALS INC,0.073065771,0.693724093,0.131740959,null,null,140.626,4.622234243,4.453107694,3.216624166,1.420708362,0.296125773
19784,827871,12/31/2020,2020,EAGLE PHARMACEUTICALS INC,0.063838511,0.763479622,0.19431103,0.047351791,1.130894529,127.98,4.360378102,4.14835237,2.806170408,1.361156061,0.265330384
19802,1635282,12/31/2019,2019,RIMINI STREET INC,0.062369241,0.63283307,0.082600373,null,null,-82.418,0.682199746,0.682199746,0.244961228,-0.903981707,1.453617931
19802,1635282,12/31/2020,2020,RIMINI STREET INC,0.039720913,0.619321868,0.108387906,0.046367907,1.401166281,-62.108,0.789698234,0.789698234,0.384552091,-1.393141168,1.225352314
19832,1513818,12/31/2019,2019,ARAVIVE INC,-3.832947612,-4.476330738,-4.476330738,null,null,63.245,13.73047504,13.73047504,13.22644928,1.189314834,0.159179747
19832,1513818,12/31/2020,2020,ARAVIVE INC,-5.372559367,-4.075813544,-4.075813544,-0.451085512,0.092155814,52.228,6.520346686,6.520346686,6.492654053,1.409010509,0.290282085
19849,1580808,12/31/2019,2019,A10 NETWORKS INC,-0.083803638,0.800209756,-0.043409146,null,null,123.358,2.264160031,2.034771113,1.485832283,2.519170489,0.603043937
19849,1580808,12/31/2020,2020,A10 NETWORKS INC,0.078997193,0.802471544,0.107117995,0.061263157,0.930764374,134.523,2.248125812,2.055789571,1.582130265,2.507553417,0.601204906
19859,1517022,12/31/2019,2019,AKEBIA THERAPEUTICS INC,-0.834800493,0.891803308,-0.528947675,null,null,101.415,1.487295669,0.928242632,0.741502417,1.953609436,0.48812696
19859,1517022,12/31/2020,2020,AKEBIA THERAPEUTICS INC,-1.298502914,0.819045942,-0.453666862,-0.595301635,0.795039266,184.291,1.984744531,1.658704968,1.506016693,2.601341583,0.615582972
19877,1410384,12/31/2019,2019,Q2 HOLDINGS INC,-0.224661156,0.555990161,-0.068317252,null,null,53.369,1.401373283,1.401373283,1.226035227,2.660522071,0.624133921
19877,1410384,12/31/2020,2020,Q2 HOLDINGS INC,-0.341699959,0.520125338,-0.077367902,-0.097141107,0.653587378,470.39,4.225693635,4.225693635,3.968414412,2.202022494,0.545872032
19881,1459417,12/31/2019,2019,2U INC,-0.409315939,0.738006616,-0.253901798,null,null,104.994,1.67323698,1.67323698,1.457436167,1.668653779,0.400714508
19881,1459417,12/31/2020,2020,2U INC,-0.279502616,0.715416903,-0.201973318,-0.140185875,1.280469579,367.513,2.548277155,2.548277155,2.351692934,1.641105644,0.390654707
19906,1594109,12/31/2019,2019,GRUBHUB INC,-0.014149286,0.485218546,0.08754404,null,null,316.954,2.271054647,2.271054647,1.775319514,1.590135046,0.371122596
19906,1594109,12/31/2020,2020,GRUBHUB INC,-0.085638759,0.357616724,0.013640794,-0.065243317,3.179579907,216.215,1.607035167,1.607035167,1.230053737,1.68614064,0.406929661
19908,1288847,12/31/2019,2019,FIVE9 INC,-0.013877795,0.623009945,0.057178832,null,null,315.282,5.7775791,5.7775791,5.194478119,2.455384866,0.592731871
19908,1288847,12/31/2020,2020,FIVE9 INC,-0.096871062,0.63328566,0.048134318,-0.039605468,0.63110817,585.557,6.654223115,6.654223115,6.171145508,3.810455503,0.737564184
19967,1273636,06/30/2019,2019,APPLIED GENETIC TECHNOLOGIES,-0.048114746,-0.073803128,-0.073803128,null,null,74.929,9.009513629,9.009513629,9.008123998,1.171606805,0.146471328
19967,1273636,06/30/2020,2020,APPLIED GENETIC TECHNOLOGIES,-18.70852018,-18.59233592,-18.59233592,-0.4574607,0.029567041,70.001,6.400061714,6.400061714,6.400061714,1.412625324,0.292098207
19977,1575793,12/31/2019,2019,ENERGOUS CORP,-191.995,-190.135,-190.135,null,null,17.728,4.966882972,4.966882972,4.952785858,1.308788724,0.235934737
19977,1575793,12/31/2020,2020,ENERGOUS CORP,-97.34556575,-96.4617737,-96.4617737,-0.599021453,0.006356674,47.932,14.65584046,14.65584046,14.63418803,1.083318044,0.076910049
19998,1668397,12/31/2019,2019,MEDPACE HOLDINGS INC,0.116662737,0.285372644,0.175676476,null,null,-25.974,0.924274494,0.924274494,0.470452067,1.573864458,0.36462127
19998,1668397,12/31/2020,2020,MEDPACE HOLDINGS INC,0.157014877,0.301024381,0.201495801,0.104541889,1.954867613,33.541,1.076210493,1.076210493,0.710479198,1.725878932,0.420585082
20010,1261249,12/31/2019,2019,AGILE THERAPEUTICS INC,null,null,null,null,null,31.524,9.306719368,9.306719368,9.306719368,1.082959886,0.076604764
20010,1261249,12/31/2020,2020,AGILE THERAPEUTICS INC,-69.22963952,0.991989319,-65.12283044,-0.709712299,0.013190103,49.432,7.722698218,7.722698218,7.60505916,1.48114661,0.32484739
20011,1598428,12/31/2019,2019,TIMKENSTEEL CORP,-0.090999338,0.083471211,0.012822634,null,null,289.4,3.577025824,1.066785396,0.376669635,1.927188776,0.481109473
20011,1598428,12/31/2020,2020,TIMKENSTEEL CORP,-0.074515469,0.103045624,0.01203804,-0.062273642,2.322986577,176.6,1.975690608,0.990055249,0.640331492,1.95862069,0.48943662
20018,1341235,12/31/2019,2019,ALDEYRA THERAPEUTICS INC,null,null,null,null,null,62.261,5.823442826,5.823442826,5.823442826,1.570608544,0.363304113
20018,1341235,12/31/2020,2020,ALDEYRA THERAPEUTICS INC,null,null,null,-0.450541672,0,70.65,6.693448304,6.693448304,6.693448304,1.400678889,0.28606049
20020,1590584,12/31/2019,2019,CIVEO CORP,-0.110871852,0.304690506,0.192442494,null,null,21.401,1.194483824,1.141075972,0.236922937,2.245093909,0.493969556
20020,1590584,12/31/2020,2020,CIVEO CORP,-0.253431472,0.278710435,0.177420908,-0.181210038,4.443550619,2.448,1.020965186,0.968029803,0.199117886,2.354388262,0.493344834
20040,1178253,12/31/2019,2019,SCYNEXIS INC,-443.8842975,-403.3884298,-403.3884298,null,null,41.388,4.757762847,4.757762847,4.757762847,4.432183017,0.774377548
20040,1178253,12/31/2020,2020,SCYNEXIS INC,null,null,null,-0.538201217,0,71.81,3.720487953,3.720487953,3.61153205,4.505492574,0.778048685
20042,1328143,12/31/2019,2019,ADAMAS PHARMACEUTICALS INC,-1.925178908,0.977030218,-1.592711899,null,null,123.372,5.578150512,5.382700015,5.121864331,-181.5879059,1.005506975
20042,1328143,12/31/2020,2020,ADAMAS PHARMACEUTICALS INC,-0.770913633,0.984058769,-0.514537812,-0.478242758,0.66640116,76.869,3.204634755,2.995439814,2.513780939,-2.401732832,1.416366045
20044,1474903,12/31/2019,2019,BGSF INC,0.045009751,0.274135787,0.083183267,null,null,27.03,2.971985117,2.971985117,0.090683592,1.688446762,0.407739692
20044,1474903,12/31/2020,2020,BGSF INC,0.005185486,0.274283802,0.058882799,0.011060962,6.366491787,25.385,2.389892685,2.389892685,0.117991678,1.990253292,0.49755139
20074,1512922,03/31/2020,2019,PETVIVO HOLDINGS INC,-520.75,1,-351.5,null,null,-0.951,0.171602787,0.171602787,0.12543554,-0.504826255,2.980879541
20074,1512922,03/31/2021,2020,PETVIVO HOLDINGS INC,-271,1,-143.1538462,-4.219161677,0.088435374,-1.258,0.104626335,0.104626335,0.104626335,-0.930880713,2.074251497
20088,1372612,01/31/2020,2019,BOX INC,-0.207317914,0.77572731,-0.114967886,null,null,-119.708,0.792689727,0.792689727,0.429991999,42.93916894,0.97671124
20088,1372612,01/31/2021,2020,BOX INC,-0.056350143,0.806349495,0.050907534,-0.032132558,0.87658623,266.447,1.434774876,1.434774876,1.062231679,8.947684771,0.888239246
20089,1428875,12/31/2019,2019,TERMINIX GLOBAL HOLDINGS INC,0.061627347,0.468945595,0.190659605,null,null,72,1.129263914,1.043087971,0.651705566,2.292420327,0.563779823
20089,1428875,12/31/2020,2020,TERMINIX GLOBAL HOLDINGS INC,0.280979092,0.448240694,0.16318205,0.113913583,1.941584158,416,1.7003367,1.626262626,1.279461279,1.764684422,0.433326442
20096,1737927,03/31/2020,2019,CANOPY GROWTH CORP,-3.313487406,0.39714674,-1.831557883,null,null,2143.784,6.097099544,5.167246409,4.952892253,1.403445958,0.24496026
20096,1737927,03/31/2021,2020,CANOPY GROWTH CORP,-2.917199561,0.330613275,-0.635224668,-0.255722886,0.210749864,2553.864,9.982041993,8.68784511,8.362747512,1.959750256,0.469212191
20115,1069899,06/30/2019,2019,PHIBRO ANIMAL HEALTH CORP,0.066078901,0.35282701,0.139770168,null,null,311.935,3.022570626,1.736660896,0.705570361,3.363983983,0.702733424
20115,1069899,06/30/2020,2020,PHIBRO ANIMAL HEALTH CORP,0.04192145,0.361441312,0.128251998,0.04279046,1.771333468,294.599,2.873586538,1.622877421,0.818224602,4.166223885,0.759974493
20116,1590955,12/31/2019,2019,PAYCOM SOFTWARE INC,0.244792055,0.878894521,0.363895287,null,null,117.578,1.067052481,1.066392095,1.058797095,4.722341007,0.788240621
20116,1590955,12/31/2020,2020,PAYCOM SOFTWARE INC,0.170486336,0.883795996,0.284628384,0.055006841,0.451266622,146.575,1.08531574,1.084645786,1.073250758,3.977640271,0.748594661
20126,1604028,03/31/2020,2019,ADVANCED DRAINAGE SYSTEMS,-0.115410099,0.338036988,0.193585872,null,null,427.998,2.796702951,1.608724125,0.769021842,4.507864408,0.668937097
20126,1604028,03/31/2021,2020,ADVANCED DRAINAGE SYSTEMS,0.113088694,0.384253926,0.251992152,0.092893789,2.668692747,424.708,2.334426745,1.386630848,0.644521947,2.944473178,0.559444899
20135,1596946,03/31/2020,2019,QUOTIENT LTD,-3.147139882,0.830842724,-2.033776335,null,null,119.315,4.829476522,4.171486343,3.998106365,-40.97394608,0.934214419
20135,1596946,03/31/2021,2020,QUOTIENT LTD,-2.500518684,0.735955186,-1.569607414,-0.49468466,0.301502683,85.047,2.445664553,2.071512349,1.981029764,-7.55039427,1.034505247
20143,1582982,12/31/2019,2019,CARECLOUD INC,-0.013532178,0.360868418,0.049705923,null,null,19.824,2.773483629,2.72955806,1.890320272,1.316750321,0.240501392
20143,1582982,12/31/2020,2020,CARECLOUD INC,-0.083835924,0.383373604,0.015191872,-0.063862782,2.34547848,15.795,1.544204796,1.530457552,0.972505513,1.363087712,0.266335263
20147,1600422,12/31/2019,2019,SUPERIOR DRILLING PRODUCTS,-0.049270938,0.569247776,0.132968363,null,null,0.827,1.142365295,0.983301773,0.320364951,2.359707166,0.576218603
20147,1600422,12/31/2020,2020,SUPERIOR DRILLING PRODUCTS,-0.327571388,0.512367491,-0.096170375,-0.26303681,2.327923522,1.332,1.420720152,1.098547063,0.673404927,3.087121212,0.67607362
