,gvkey,cik,datadate,fyear,Company name,Net profit margin,Gross profit margin,Operating profit margin,2020 ROA(return on assets),2020 Total assets turnover,working capital,Current ratio,Quick ratio,Cash ratio,Financial leverage,Debt to total assets ratio
763,10519,217346,12/31/2020,2020,TEXTRON INC,0.026521329,0.183074414,0.093382542,0.020009066000000002,,0.0,,,,2.642087254,0.621511364
765,10530,97745,12/31/2020,2020,THERMO FISHER SCIENTIFIC INC,0.197870755,0.532714632,0.316810479,0.092321729,1.467322494,11653.0,2.130920031,1.739906832,1.111801242,2.001101226,0.500275155
767,10549,730263,07/31/2020,2020,THOR INDUSTRIES INC,0.027298706000000002,0.14717064900000001,0.071379258,0.038633899,3.885279152,586.996,1.387384254,0.914663353,0.377319454,2.487932056,0.593591743
769,10567,701374,12/31/2020,2020,SIX FLAGS ENTERTAINMENT CORP,-1.18735189,-0.098913272,-0.511996074,-0.152696424,1.1624665840000001,-145.665,0.6780208000000001,0.5436478379999999,0.46272477100000003,-2.393248612,1.2290810620000001
771,10581,98362,12/31/2020,2020,TIMKEN CO,0.080980303,0.33641694200000005,0.184475692,0.056430497999999996,1.75633655,1152.3,2.35884434,1.3667452830000002,0.550707547,2.341771564,0.55863218
773,10598,730349,12/31/2020,2020,TOFUTTI BRANDS INC,0.043141513,0.308577633,0.06413318900000001,0.097977971,2.457310566,4.638999999999999,5.719226857000001,3.687690743,1.573753815,1.375,0.272727273
775,10609,98677,12/31/2020,2020,TOOTSIE ROLL INDUSTRIES INC,0.125238025,0.400254318,0.16224581400000002,0.059920289,1.46807138,250.851,4.5825109610000005,3.731637652,3.087502321,1.289824675,0.224931391
777,10618,737758,10/31/2020,2020,TORO CO,0.097547849,0.38204675299999996,0.156837057,0.11555368199999999,2.367453322,571.851,1.668208699,0.9058398190000001,0.600703204,2.559343684,0.609274828
780,10658,99106,12/31/2020,2020,TRANS-LUX CORP,-0.512758073,-0.017787189,-0.43462149299999997,-0.686463501,2.867334548,-6.273,0.344308561,0.183129508,0.038674611,-1.000851185,1.999149539
782,10685,99302,03/31/2021,2020,TRANSCAT INC,0.044947645,0.309793175,0.111939308,0.058970904000000005,3.542654513,23.785999999999998,1.946066343,1.4832551109999998,0.11590167800000001,1.7597165609999998,0.431726664
784,10735,99780,12/31/2020,2020,TRINITY INDUSTRIES,-0.073672102,0.378613584,0.264379314,-0.016927532,,0.0,,,,5.004485852,0.768323795
786,10740,732026,06/30/2020,2020,TRIO-TECH INTERNATIONAL,0.028028435,0.278746554,0.046743072999999996,0.027089176,1.7061881190000001,12.957,2.7888996269999997,2.52353997,1.564130885,1.48794125,0.294840157
788,10761,93314,12/31/2020,2020,VOLITIONRX LTD,-1565.538462,-1579.230769,-1579.230769,-0.7782493979999999,0.000639386,14.095,3.2599005930000002,3.2599005930000002,3.2587782589999996,1.6003304569999999,0.37692631299999996
790,10777,100378,06/30/2020,2020,TWIN DISC INC,-0.161308226,0.299252951,0.043141655999999994,-0.135373495,1.4187315,107.251,2.6071417869999998,0.799862139,0.322114664,2.110116293,0.524157932
792,10789,860731,12/31/2020,2020,TYLER TECHNOLOGIES INC,0.174466245,0.5386137089999999,0.227038954,0.07472172099999999,1.003228009,548.793,1.9725595759999999,1.9725595759999999,1.256746243,1.3127534159999998,0.23824231699999998
794,10793,100493,09/30/2020,2020,TYSON FOODS INC  -CL A,0.047724904000000005,0.163945815,0.11124233,0.059815417,5.683732561,3364.0,1.7945205480000002,0.8830892770000001,0.42205951799999997,2.258817359,0.553459485
796,10839,100726,06/30/2020,2020,UNIFI INC,-0.094371229,0.102959725,0.027852843,-0.120711909,2.383205039,199.49900000000002,4.627650289,2.6328144890000003,1.445121286,1.4997770080000001,0.333234211
798,10840,717954,08/31/2020,2020,UNIFIRST CORP,0.075253899,0.354822385,0.154582828,0.061740943,1.861235653,759.238,4.61376704,3.373633958,2.464925558,1.2629891290000002,0.208227548
800,10857,100790,12/31/2020,2020,UNION CARBIDE CORP,0.115311909,0.174723197,0.151498785,0.07944186,1.234744915,2032.0,3.1013443639999996,2.87073423,0.028955533,3.95802651,0.747348837
802,10871,1510518,09/30/2020,2020,GENUFOOD ENERGY ENZYMES CORP,,,,-17.27777778,0.0,-0.353,0.04851752,0.04851752,0.04851752,-0.050991500999999995,20.61111111
804,10902,101295,12/31/2020,2020,UNITED-GUARDIAN INC,0.300837429,0.571545603,0.346076825,0.277265101,0.976880669,9.832,7.9533239039999994,6.951909477,5.97029703,1.151245895,0.131375839
806,10930,101538,12/31/2020,2020,U S ANTIMONY CORP,-0.62776929,0.149159664,-0.460466005,-0.247142857,2.8960176989999997,-2.67,0.403751675,0.258597588,0.20522554699999998,1.858060911,0.45969924799999995
808,10983,101829,12/31/2020,2020,RAYTHEON TECHNOLOGIES CORP,-0.062187427999999996,0.23003516699999998,0.09560499800000001,-0.021701726,1.304569347,7528.0,1.209997768,0.947472662,0.412296362,2.247037956,0.544356256
810,10991,750004,12/31/2020,2020,SCIENTIFIC GAMES CORP,-0.208883994,0.591776799,0.294052863,-0.071267535,1.248968363,1348.0,2.618247299,2.388955582,1.4969988,-3.009423294,1.316132265
812,11012,310142,12/31/2020,2020,SENSIENT TECHNOLOGIES CORP,0.082186124,0.35620018299999995,0.166198824,0.062883862,1.796151761,525.631,3.433983932,1.6681253040000001,0.583954991,1.8632055280000002,0.46329055799999996
814,11032,352915,12/31/2020,2020,UNIVERSAL HEALTH SVCS INC,0.08469062699999999,0.130739769,0.130739769,0.070042404,3.3962041139999997,800.83,1.322780093,1.2460311990000001,0.5491747610000001,2.13338096,0.524627623
816,11051,706698,12/31/2020,2020,UTAH MEDICAL PRODUCTS INC,0.255888905,0.622493957,0.49523674100000004,0.09663072199999999,0.677748868,58.471000000000004,16.42363492,14.78237932,13.69981535,1.0867810390000001,0.079851447
818,11060,103379,03/31/2021,2020,VF CORP,0.044147257,0.567171492,0.115688134,0.029654511,1.93043898,2575.393,2.165084731,1.684718276,1.097107547,4.500422425,0.777798636
820,11065,102752,12/31/2020,2020,VSE CORP,-0.007815204000000001,0.12239990699999999,0.11768448699999999,-0.006628799,1.864053956,215.729,2.549465625,0.7292714109999999,0.150723992,2.189289313,0.5432307670000001
822,11094,102729,12/31/2020,2020,VALMONT INDUSTRIES INC,0.04859266,0.295054665,0.120115495,0.047641509000000005,1.862413765,881.322,2.308953027,1.64217893,0.6839862590000001,2.498312271,0.591002181
824,11115,203527,09/30/2020,2020,VARIAN MEDICAL SYSTEMS INC,0.08496938300000001,0.465879679,0.165267344,0.060328985999999994,1.216993816,748.8,1.403774602,1.12537072,0.517605824,2.149939774,0.532786518
826,11124,103145,12/31/2020,2020,VEECO INSTRUMENTS INC,-0.018475745,0.462329604,0.12050299099999999,-0.009343431999999999,0.773792831,440.25,4.001411226,3.0066947999999996,2.316509977,2.199121394,0.545272943
828,11169,758743,02/28/2021,2020,VIDEO DISPLAY CORP,0.064747628,0.23754086600000002,-0.15269914699999998,0.08200363599999999,1.684033839,3.6010000000000004,1.9362974519999998,0.8892355690000001,0.148725949,2.316799251,0.568370026
830,11185,751365,01/31/2021,2020,VIRCO MFG. CORP,-0.014607808,0.392820446,0.038116431,-0.017850859,2.997920223,28.861,2.305573148,0.57436895,0.12272686099999999,2.307490727,0.5666288110000001
832,11191,103730,12/31/2020,2020,VISHAY INTERTECHNOLOGY INC,0.04913189900000001,0.297607257,0.15180275099999999,0.03896784,1.474014573,1134.913,3.017899339,2.220899572,1.6188047069999998,2.0012961430000002,0.499382306
834,11213,103872,10/31/2020,2020,VOLT INFO SCIENCES INC,-0.040857364,0.165234686,-0.002230994,-0.138878207,4.366594072,101.756,2.176315546,2.176315546,0.7669471929999999,8.676365071000001,0.884744361
836,11234,105132,08/31/2020,2020,WD-40 CO,0.148617619,0.5593834,0.207885963,0.167412592,2.2062607340000002,125.038,3.079945439,2.3935391580000003,1.05160024,2.262056103,0.557924316
838,11300,104889,12/31/2020,2020,GRAHAM HOLDINGS CO,0.104169665,0.33686201200000004,0.08875360199999999,0.046610715999999996,1.625202346,824.546,1.868266701,1.741248844,1.14474341,1.714179654,0.412245336
840,11376,105770,12/31/2020,2020,WEST PHARMACEUTICAL SVSC INC,0.161255764,0.408449392,0.24593600100000002,0.123917245,1.562859431,870.3,2.7288438619999997,2.090584029,1.325188717,1.5064977080000002,0.33620874799999995
842,11399,106040,06/30/2020,2020,WESTERN DIGITAL CORP,-0.014937859,0.32080544899999996,0.127210803,-0.009742031,1.849690539,4642.0,2.053563323,1.356786201,0.816840672,2.686839074,0.627815447
844,11465,106640,12/31/2020,2020,WHIRLPOOL CORP,0.055561266,0.21782483600000002,0.11934621699999999,0.053120392999999995,2.15818081,685.0,1.082232893,0.819687875,0.44645858299999996,5.356672809,0.7685995090000001
846,11499,107140,04/30/2021,2020,WILEY (JOHN) & SONS  -CL A,0.07636153700000001,0.7248541209999999,0.19935349,0.043017155,3.688983597,-462.675,0.532165724,0.48915338399999997,0.17410806399999998,3.1581301410000004,0.683356937
848,11537,107687,08/31/2020,2020,WINNEBAGO INDUSTRIES,0.026084117999999996,0.142381788,0.071377476,0.035853417,3.300868822,413.22,2.375611705,1.7666000869999998,1.031562302,2.071021649,0.517146525
850,11566,110471,12/31/2020,2020,WOLVERINE WORLD WIDE,-0.076433477,0.433644129,0.08687398800000001,-0.06404978,1.980867065,498.2,2.227093596,1.6283251230000002,0.967487685,3.807267545,0.7319172829999999
852,11580,108312,09/30/2020,2020,WOODWARD INC,0.09632502800000001,0.309096373,0.17602041899999998,0.061587063,2.061059656,818.533,3.086327396,1.970071266,0.525208242,1.958840294,0.489493859
854,11600,108516,05/31/2021,2020,WORTHINGTON INDUSTRIES,0.22822361800000002,0.228954834,0.118441561,0.214569354,1.611505026,1180.0910000000001,2.497765582,1.7809826359999998,0.966258451,2.412574659,0.539999318
856,11636,1770450,12/31/2020,2020,XEROX HOLDINGS CORP,0.027342637000000003,0.425092566,0.11250356,0.013024896999999999,1.21424866,3305.0,2.333736885,1.99354318,1.148910412,2.6360872680000003,0.605861203
858,11670,109177,09/30/2020,2020,SPECTRUM BRND HLDG INC,0.024670803999999998,0.38663538700000005,0.135866001,0.019149061000000002,2.29396447,783.2,1.82887078,1.2386495929999999,0.629802095,3.628632327,0.722788949
860,11703,1083743,06/30/2020,2020,FLUX POWER HOLDINGS INC,-0.85120532,0.129794561,-0.736670229,-1.025831843,1.71193332,-5.959,0.622776477,0.29005507399999997,0.095777679,-2.176791277,1.459391771
862,11721,775158,09/30/2020,2020,OSHKOSH CORP,0.047325282999999996,0.17537335199999998,0.086177226,0.05579532,1.9392499580000002,1950.7,2.230647909,1.280928648,0.434799066,2.040165573,0.509843704
864,11745,1107843,12/31/2020,2020,QUALYS INC,0.25229017800000003,0.871940115,0.356782923,0.124280183,0.7635780329999999,219.615,1.858776835,1.858776835,1.467039456,1.821636068,0.451042929
866,11796,763744,12/31/2020,2020,LCI INDUSTRIES,0.056663303,0.273182994,0.116678695,0.06894598,3.214719229,453.407,2.088889369,0.9027555629999999,0.257633395,2.529962811,0.604737273
868,11811,779152,06/30/2020,2020,HENRY (JACK) & ASSOCIATES,0.174812191,0.506997072,0.32808958,0.12216231300000001,2.5363390580000003,174.25599999999997,1.35214259,1.35214259,0.657773646,1.567072856,0.361867576
870,11885,1517681,06/30/2020,2020,PROPANC BIOPHARMA INC,,,,-47.88888889,0.0,-3.6710000000000003,0.018449198,0.018449198,0.017914439,-0.027153043999999998,37.77777778
872,11929,786947,12/31/2020,2020,ACURA PHARMACEUTICALS INC,-0.33837535,0.012605042,0.012605042,-0.695852535,3.027989822,-6.343,0.156740229,0.156740229,0.073384738,-0.29468681,4.39343318
874,11976,1616262,02/28/2021,2020,ROCKY MOUNTAIN CHOC FACT INC,-0.038328862000000005,0.20829606899999997,-0.014777906,-0.036070699,1.837755342,8.997,3.38015873,2.305291005,1.5465608469999998,1.315425981,0.239789988
876,12141,789019,06/30/2020,2020,MICROSOFT CORP,0.309624865,0.763814984,0.456308779,0.146961113,0.7861638679999999,109605.0,2.515765454,2.4895588440000003,2.046867653,2.54692149,0.60736913
878,12142,1341439,05/31/2021,2020,ORACLE CORP,0.339583488,0.843919069,0.458608167,0.10484566,0.728471935,31403.0,2.299577884,2.293701374,2.03683165,25.02997327,0.9546019659999999
880,12151,1024305,06/30/2020,2020,COTY INC,-0.213383357,0.655559795,0.040273009,-0.060177657999999995,0.7263741340000001,2909.3,1.811361798,1.622221602,1.461416181,5.567729481000001,0.759474678
882,12181,730272,12/31/2020,2020,REPLIGEN CORP,0.16361601,0.606151368,0.29744443800000003,0.031492149,0.40588132299999996,583.4259999999999,2.82917393,2.531248824,2.3074279840000003,1.244408331,0.196405252
886,12252,791908,12/31/2020,2020,XOMA CORP,0.452543815,0.42327718200000003,0.42327718200000003,0.106141996,0.333673991,75.763,7.158592099,7.158592099,7.01316859,1.450477569,0.310180788
888,12262,792987,12/31/2020,2020,ASTEC INDUSTRIES INC,0.045782897,0.264935572,0.080437329,0.055293563,1.810533758,395.5,3.3223722839999996,1.85613623,1.147974163,1.320155642,0.241924075
890,12304,785557,09/30/2020,2020,DLH HOLDINGS CORP,0.034008175,0.21793627699999998,0.102273108,0.038755298,5.593630505,-10.564,0.7797377040000001,0.7797377040000001,0.072830008,3.435110504,0.70888855
892,12379,794619,04/30/2021,2020,AMERICAN WOODMARK CORP,0.03369411,0.237770454,0.121846499,0.035907423,4.448107529,171.63299999999998,1.778568091,1.142215589,0.475996498,2.202884388,0.5460497129999999
894,12389,793952,12/31/2020,2020,HARLEY-DAVIDSON INC,0.00032014799999999997,0.444765497,0.141045098,0.000108071,0.693597378,1863.479,1.467981046,1.336513681,0.9214860340000001,6.97161921,0.8565612990000001
896,12433,794172,09/30/2020,2020,MERIDIAN BIOSCIENCE INC,0.182073348,0.669440645,0.296491069,0.113966061,1.564011345,109.666,3.087921712,1.92152159,1.188294875,1.636565184,0.388964149
898,12441,749251,12/31/2020,2020,GARTNER INC,0.06506923099999999,0.6718975909999999,0.174517119,0.036460662000000005,1.76465805,-624.436,0.788146812,0.788146812,0.36203975299999996,6.709261868,0.850952307
900,12445,795403,12/31/2020,2020,WATTS WATER TECHNOLOGIES INC,0.07576561,0.44537982200000004,0.15875646300000001,0.06575768,2.126286117,396.7,2.268222506,1.4255115090000001,0.7937979540000001,1.62478968,0.38453572700000005
902,12458,788920,06/30/2020,2020,PRO-DEX INC/CO,0.175460757,0.393724522,0.21915370000000003,0.19636316899999998,1.53629708,17.447,4.337861106,2.76181366,1.775588292,1.6328821740000001,0.387585941
904,12482,796505,09/30/2020,2020,CLEARFIELD INC,0.078356164,0.433370937,0.11609991900000001,0.076529167,1.7720808030000001,42.108000000000004,5.043014882,3.659529525,2.651656265,1.151583628,0.131630586
906,12540,796343,11/30/2020,2020,ADOBE INC,0.408765931,0.8970313959999999,0.372707491,0.216603525,1.5796710040000002,2634.0,1.4778664730000002,1.4778664730000002,1.2242380259999999,1.830820265,0.453796739
908,12545,45919,12/31/2020,2020,HARTE HANKS INC,-0.009576032,0.135302431,0.013640475,-0.014175968999999998,2.0512998909999998,39.046,1.827385998,1.8264112559999999,0.9333361590000001,-2.249458803,1.363185995
910,12568,783412,09/30/2020,2020,DAILY JOURNAL CORP,0.08091386,0.216831525,-0.015197628999999999,0.01693807,0.23088374,188.31799999999998,7.728045731,7.726759557,7.464951768,1.683175651,0.405884942
912,12573,797564,12/31/2020,2020,HST GLOBAL INC,,,,-209.0,0.0,-0.152,0.006535948000000001,0.006535948000000001,0.006535948000000001,-0.006578947,153.0
914,12575,768408,03/31/2021,2020,CYANOTECH CORP,0.028443345,0.397743082,0.056639357,0.029793711,2.1412021709999998,9.298,2.600895317,1.15203168,0.732610193,1.812041547,0.448136274
916,12578,59255,12/31/2020,2020,VALHI INC,0.029842677,0.259825918,0.10650375699999999,0.019104974,1.272670978,1135.3,4.569003458,2.8770826780000003,1.801005973,4.233406593,0.651507286
918,12589,785161,12/31/2020,2020,ENCOMPASS HEALTH CORP,0.061191973,0.22528206,0.191800878,0.044090042,4.896057348,231.3,1.322459222,1.322459222,0.523909104,4.059130982,0.689477032
920,12597,798081,01/31/2021,2020,LAKELAND INDUSTRIES INC,0.220792453,0.510786164,0.288163522,0.250891549,1.28632451,108.214,8.029621931,5.18221385,3.772443809,1.138360533,0.121543684
922,12635,798354,12/31/2020,2020,FISERV INC,0.064503097,0.6897387559999999,0.329719903,0.012838553,0.915716135,582.0,1.037219415,1.037219415,0.878493317,2.308042066,0.553344322
924,12711,725363,09/30/2020,2020,CEL-SCI CORP,-54.123434700000004,-47.98747764,-47.98747764,-0.746373594,0.031587275,13.432,4.149355217,3.9570926139999996,3.944196952,2.054848685,0.513346161
926,12713,318306,12/31/2020,2020,ABEONA THERAPEUTICS INC,-8.4234,-4.3918,-4.3918,-0.5571105439999999,0.10231016300000001,55.783,2.3294644769999997,2.3294644769999997,2.3294644769999997,1.474368851,0.321743674
928,12717,715446,10/31/2020,2020,ANIXA BIOSCIENCES INC,,,,-1.059769385,0.0,8.18,7.879730866,7.879730866,7.87804878,1.078986417,0.125780176
930,12719,719135,12/31/2020,2020,APYX MEDICAL CORP,-0.42928800799999994,0.674497492,-0.681895276,-0.160515983,0.41929821899999997,56.93600000000001,7.220474161,6.777887032000001,4.884737245,1.163054566,0.138333041
932,12722,781902,10/31/2020,2020,INTERNATIONAL BALER CORP,-0.045403962,0.11896283099999999,-0.042844425,-0.038994552,0.9868218759999999,7.72,6.56998557,3.5,2.691197691,1.2380783340000001,0.19229666399999998
934,12731,773318,06/30/2020,2020,VERITEC INC,-1.315068493,0.520547945,-0.9178082190000001,-2.360655738,1.7950819669999998,-5.694,0.041091277,0.041091277,0.039407208,-0.041709402,24.97131148
936,12785,802481,12/31/2020,2020,PILGRIM'S PRIDE CORP,0.007836402,0.097197289,0.064782866,0.012677375,4.165726798,965.1310000000001,1.4981115619999998,0.796828002,0.377504413,2.9154421960000003,0.655448788
938,12796,36047,12/31/2020,2020,CORELOGIC INC,0.183487328,0.616916356,0.322543268,0.070357082,2.172927954,5.436,1.007244146,1.007244146,0.60318977,5.922089091,0.831140669
940,12807,356590,12/31/2020,2020,GLOBAL TECH INDS GROUP INC,-308.6666667,-284.8888889,-284.8888889,-10.72586873,0.03515625,-1.777,0.125922282,0.125922282,0.125922282,-0.145997745,7.8494208489999995
942,12818,728387,06/30/2020,2020,ISORAY INC,-0.355991736,0.551446281,-0.344524793,-0.396137487,1.757762847,3.932,3.496507937,3.086984127,1.76952381,1.520006989,0.342108288
944,12825,785956,09/30/2020,2020,J & J SNACK FOODS CORP,0.017910293,0.288598858,0.078459901,0.017325208,2.045888657,365.431,3.724535139,2.912440541,1.9686488819999999,1.305195319,0.233831147
946,12850,804753,12/31/2020,2020,CERNER CORP,0.14168507800000002,0.902187298,0.287962232,0.10371999,2.076882308,1482.361,2.2684648469999997,2.24876051,1.24868692,1.677854676,0.40400082600000004
948,12874,749660,12/31/2020,2020,ICAD INC,-0.592969224,0.7318001209999999,-0.306182234,-0.316829189,0.702047185,25.551,2.525341771,2.337651483,1.710345651,1.820868141,0.45081141399999997
950,12892,1552275,12/31/2020,2020,SUNOCO LP,0.019794585,0.099253035,0.058543417,0.040250617,12.6446281,194.0,1.2970903520000001,0.7120980090000001,0.243491577,8.333860759,0.8800075940000001
952,12915,1116463,12/31/2020,2020,ORASURE TECHNOLOGIES INC,-0.086896769,0.644231049,0.016753921,-0.032833706000000004,0.594410387,242.40400000000002,6.2142227189999995,5.528834777999999,4.693475876,1.140253556,0.12300207699999999
954,12942,707511,12/31/2020,2020,REGENERX BIOPHARMACEUTICALS,-19.77922078,-16.80519481,-16.80519481,-2.7590579710000003,0.161087866,0.079,1.197994987,1.197994987,1.197994987,-0.195467422,6.115942029
956,12945,785786,09/30/2020,2020,PLEXUS CORP,0.034650545,0.11172624800000001,0.066501121,0.051304279,1.90561608,775.6419999999999,1.772923628,1.01213831,0.418195207,2.342603429,0.573124504
958,12987,1410428,12/31/2020,2020,XPRESSPA GROUP INC,-10.79165176,-0.42909958299999995,-2.330113298,-0.87739133,0.09136076900000001,78.30199999999999,6.810046746,6.761297025,6.761297025,1.325514742,0.22070530300000002
960,13071,790526,12/31/2020,2020,RADNET INC,-0.01384535,0.293822772,0.098837513,-0.008306015,3.963553531,-127.69,0.6792627240000001,0.6792627240000001,0.339106387,10.779683,0.8554266429999999
962,13176,806172,02/28/2021,2020,SONO-TEK CORP,0.075574732,0.50293265,0.121553293,0.068257931,1.126442892,8.902000000000001,3.0867323019999997,2.474683544,2.062587904,1.4998173519999998,0.333252146
964,13184,799698,12/31/2020,2020,CYTRX CORP,,,,-0.555638474,0.0,8.649,4.117880317,4.117880317,4.000720981000001,1.359485966,0.26442786100000004
966,13235,811641,12/31/2020,2020,IMMUCELL CORP,-0.066614522,0.6003780470000001,0.063029592,-0.025328377000000003,1.261988978,9.946,5.498417006,4.551786522,3.708276798,1.4274595819999998,0.299454771
968,13239,704440,12/31/2020,2020,REPRO MEDSYSTEMS INC,-0.050132363,0.620739576,0.063327267,-0.030361482000000002,0.644246656,33.86,10.23622477,8.373158756,7.671303872999999,1.104046243,0.09424083800000001
970,13323,812128,10/31/2020,2020,SANDERSON FARMS INC,0.007932627,0.104314295,0.05015337,0.015291253000000001,6.165111955,354.028,2.579727541,1.285671577,0.475687953,1.302801505,0.23242336100000002
972,13360,1539850,12/31/2020,2020,STARCO BRANDS INC,0.397802198,0.386080586,0.386080586,0.644893112,1.62693683,-0.257,0.765510949,0.765510949,0.7235401459999999,-3.31496063,1.301662708
974,13421,813672,12/31/2020,2020,CADENCE DESIGN SYSTEMS INC,0.22015206699999998,0.9285420090000001,0.30173943,0.149500416,1.8144965430000002,681.779,1.855637745,1.760312396,1.323323812,1.5847398609999999,0.36898160700000004
976,13480,814549,12/31/2020,2020,EBIX INC,0.147659321,0.456697394,0.233324648,0.058844363,1.7286887469999999,170.50799999999998,1.890892941,1.890892941,1.071210617,2.561022482,0.5795122220000001
978,13484,812796,12/31/2020,2020,SOLIGENIX INC,-7.495338983,0.254661017,-7.849152542000001,-0.889296667,0.121230801,13.387,3.201809211,3.201809211,3.1088815789999997,5.315606627,0.811874717
980,13570,769520,12/31/2020,2020,MIDDLEBY CORP,0.082480224,0.39498547100000003,0.183348937,0.039845274,1.978174614,570.235,1.8143212930000001,1.04289419,0.494968997,2.631966525,0.620055958
982,13582,814676,12/31/2020,2020,CPS TECHNOLOGIES CORP,0.043501174000000004,0.22517127399999998,0.06922819,0.1091215,3.029023364,5.083,3.811393805,1.759955752,0.147676991,1.3087448879999999,0.23590914600000001
984,13619,815094,03/31/2021,2020,ABIOMED INC,0.266099287,0.836220181,0.30201339899999996,0.15091755099999998,1.075583306,658.9960000000001,6.109724042000001,5.481208662999999,4.727702006,1.1238528209999998,0.110203773
986,13623,816956,12/31/2020,2020,CONMED CORP,0.011034727,0.573939167,0.135337448,0.005433092,2.0699645269999998,226.453,2.1905983669999998,1.166061167,0.234667536,2.470492414,0.595222396
988,13631,792935,12/31/2020,2020,ETHEMA HEALTH CORP,9.100294985,-0.126843658,-0.126843658,0.807169021,0.362566845,-12.93,0.06743599,0.06743599,0.067219618,-0.242420398,4.826792255
990,13700,818479,12/31/2020,2020,DENTSPLY SIRONA INC,-0.024835428,0.588270497,0.203171753,-0.008884607,1.86599665,474.0,1.359908884,1.006074412,0.495064541,1.880813368,0.467994006
992,13709,813762,12/31/2020,2020,ICAHN ENTERPRISES LP,-0.267865824,-0.030140982,-0.22314049600000002,-0.0661544,,0.0,,,,7.388231815,0.629527354
994,13710,811532,12/31/2020,2020,CEDAR FAIR  -LP,-3.251042384,-1.069747459,-1.6651703340000001,-0.219143228,0.327414605,254.53,1.8484870709999999,1.690213714,1.3450285180000001,-4.0415103,1.247432253
997,13721,1555280,12/31/2020,2020,ZOETIS INC,0.24495289399999998,0.7372513829999999,0.411843876,0.120361525,1.011495992,4441.0,3.046543779,2.296313364,1.8294930880000002,3.610772088,0.722756999
999,13733,806517,12/31/2020,2020,PSYCHEMEDICS CORP,-0.180664794,0.35472846399999997,-0.15800561800000001,-0.16077157,2.225463638,5.657,2.435422482,2.435422482,0.950773915,1.918398338,0.478731825
1001,13765,787253,06/30/2020,2020,NATURAL ALTERNATIVES,-0.013837948999999999,0.19204885800000002,0.020609711,-0.013685183,1.50430249,51.218,2.8419765519999998,1.8360066169999998,1.1940948,1.684105079,0.40621282299999995
1003,13786,818033,12/31/2020,2020,HERON THERAPEUTICS INC,-2.564114714,0.623840791,-2.4788014169999997,-0.642834516,0.28211053,211.69299999999998,3.065237115,2.6564198119999998,2.248139079,1.495001945,0.33110454899999997
1005,13794,811212,12/31/2020,2020,THERMOGENESIS HOLDINGS INC,-1.6780582919999998,0.20535714300000002,-0.836720033,-0.7838446790000001,0.6369460060000001,9.155,2.490314179,1.5336154969999998,1.308643985,3.596551724,0.718600192
1007,13824,814547,09/30/2020,2020,FAIR ISAAC CORP,0.182618523,0.739148067,0.285381465,0.147182862,2.423919353,119.56700000000001,1.288453141,1.288453141,0.482250169,4.851486943,0.793877627
1009,13835,1505512,12/31/2020,2020,REGULUS THERAPEUTICS INC,-1.572056766,-1.3679792119999998,-1.3679792119999998,-0.41830656299999996,0.272420365,25.151999999999997,3.1723959230000003,3.1723959230000003,3.12895146,1.44497387,0.307892777
1011,13906,788329,09/30/2020,2020,JOHNSON OUTDOORS INC  -CL A,0.092952143,0.471078358,0.14472349,0.10115452400000001,1.529345907,282.931,3.679093242,2.756455538,2.119262928,1.4441311819999998,0.30754213199999997
1013,13963,59440,12/31/2020,2020,VECTOR GROUP LTD,0.060304827000000005,0.42359374899999996,0.20977499100000002,0.069180719,2.321328568,380.588,2.3433386869999997,1.9990399380000001,1.8322997369999998,-2.036433945,1.491054474
1015,14084,819793,12/31/2020,2020,ALBANY INTL CORP  -CL A,0.10946913800000001,0.485670823,0.275962958,0.06360843299999999,1.2555975659999998,526.413,3.758067305,3.179233272,1.4585330840000001,1.899277754,0.471032997
1017,14108,768411,12/31/2020,2020,CYBEROPTICS CORP,0.081891695,0.469458191,0.10665031300000001,0.072030709,1.320421076,42.449,4.9846991460000005,3.081854877,1.6984886890000002,1.21651813,0.177981836
1019,14112,722572,06/30/2020,2020,FRANKLIN WIRELESS CORP,0.073942349,0.19991474899999997,0.101955456,0.08488806,1.222452004,18.427,1.4286943980000002,1.154569142,0.781546622,3.212734598,0.676764742
1021,14113,807863,09/30/2020,2020,MITEK SYSTEMS INC,0.077129602,0.88463133,0.16615339099999998,0.046194592,1.204265031,59.77,3.4540154380000003,3.4540154380000003,2.600057481,1.279114963,0.218209442
1024,14256,743316,06/30/2020,2020,MAXIM INTEGRATED PRODUCTS,0.298756728,0.703534963,0.36727062,0.18039111100000002,0.945451541,1864.495,5.112850569,4.540147,3.6472556660000004,2.1896815419999998,0.543312586
1026,14282,820313,12/31/2020,2020,AMPHENOL CORP,0.139948133,0.34564886200000006,0.227703543,0.097620728,1.566055948,3186.5,2.382849455,1.748296663,0.90135833,2.289234712,0.557737704
1029,14309,822663,12/31/2020,2020,INTER PARFUMS INC,0.070906052,0.630412479,0.146843559,0.042935701,0.8972716070000001,444.515,3.8457155660000004,2.828961941,2.005185493,1.66122967,0.210858905
1031,14311,931015,12/31/2020,2020,POLARIS INC,0.017765125,0.271843416,0.11336654800000001,0.026938933999999998,3.182332956,318.1,1.168360326,0.545093681,0.40690166200000005,4.0477937960000006,0.7502320459999999
1033,14320,1270073,12/31/2020,2020,INTERCEPT PHARMA INC,-0.879081518,-0.682759282,-0.682759282,-0.47353179799999995,0.5729640979999999,366.665,3.047538475,3.047538475,2.8155196680000003,-3.479044428,1.287435249
